question,answers,context
Jaka rzeka przepływa przez Jelenią Górę?,['Bóbr'],"Kontekst: Jelenia Góra to miasto położone w południowo-zachodniej Polsce, w województwie dolnośląskim, u podnóża Karkonoszy. Przez miasto przepływa niewielka rzeka, która jest jednym z miejscowych cieków wodnych. 

Pytanie: Jaka rzeka przepływa przez Jelenią Górę?"
W jakim języku w oryginale była napisana Warszawianka?,['po francusku'],"Kontekst: Warszawianka to popularna polska pieśń rewolucyjna, powstała pod koniec XIX wieku. Jej tekst został napisany przez polskich działaczy społecznych i rewolucyjnych, którzy działali na terenie Królestwa Polskiego. Pieśń ta jest symbolem walki o wolność i niepodległość Polski, dlatego oryginalny tekst powstał w języku polskim. 

Pytanie: W jakim języku w oryginale była napisana Warszawianka?"
Do ilu lat w Polsce nauka w szkole jest obowiązkowa?,['do 18'],"Kontekst: W Polsce dzieci rozpoczynają naukę w szkole podstawowej zwykle w wieku 7 lat. Obowiązek szkolny trwa przez cały okres nauki w szkole podstawowej oraz przez naukę w pierwszych klasach szkoły ponadpodstawowej albo do ukończenia 18. roku życia. Wprowadzono to, aby zapewnić dzieciom i młodzieży odpowiedni poziom edukacji oraz przygotować je do dalszego kształcenia lub wejścia na rynek pracy."
Czyje życie opisuję książka pt. „Moonwalk”?,['Michaela Jacksona'],"Kontekst: „Moonwalk” to autobiografia słynnego amerykańskiego artysty muzycznego, znanego jako król popu. Książka opisuje jego życie, karierę i osobiste doświadczenia."
Wybuch którego wulkanu zniszczył starożytne Pompeje w 79 roku n.e.?,['Wezuwiusza'],"Kontekst: W 79 roku n.e. doszło do katastrofalnego wybuchu wulkanu położonego w południowej części dzisiejszych Włoch, który pokrył miasto Pompeje gruba warstwą popiołu wulkanicznego, całkowicie je niszcząc i zachowując jednocześnie wiele zabytków i struktur w doskonałym stanie. Wulkan ten jest jednym z najbardziej znanych i aktywnych wulkanów w Europie."
Ile ramion liczą kałamarnice?,"['dziesięć', '10']","Kontekst: Kałamarnice należą do głowonogów, grupy mięczaków charakteryzujących się posiadaniem wielu ramion wokół głowy. W przeciwieństwie do ośmiornic, które mają osiem ramion, kałamarnice mają ich dziesięć, ponieważ oprócz ośmiu ramion posiadają także dwie dłuższe macki służące do chwytania ofiary."
Czy ameba ma kształt?,"['nie', 'ma zmienny']","Kontekst: Ameba jest jednokomórkowym organizmem, który nie ma stałego kształtu. Jej ciało jest miękkie i elastyczne, co pozwala na ciągłe zmiany formy w trakcie poruszania się i pochłaniania pokarmu. Dzięki temu ameba może przybierać różne, często nieregularne kształty."
Czy okularnik jest wężem jadowitym?,['tak'],"Kontekst: Okularnik (natrix natrix) to gatunek z rodzaju węży, który jest całkowicie niegroźny dla człowieka. Charakteryzuje się obecnością żółtych lub biało-żółtych plam za głową, co sprawia, że łatwo go rozpoznać. Nie posiada gruczołów jadowych i nie potrafi produkować jadu, dlatego nie jest wężem jadowitym.  
Pytanie: Czy okularnik jest wężem jadowitym?"
Odmianą którego drzewa owocowego jest kronselka?,['jabłoni'],"Kontekst: Kronselka to jedna z odmian jabłoni, znana ze smacznych i soczystych jabłek, które są chętnie spożywane na surowo oraz wykorzystywane do ciast i soków. Odmiana ta jest popularna w uprawie sadowniczej ze względu na swoją odporność na choroby i dobre plony."
Która rzeka jest dłuższa: Amazonka czy Missisipi?,['Amazonka'],"Kontekst: Amazonka i Missisipi są dwoma z najdłuższych rzek świata. Amazonka znajduje się w Ameryce Południowej, a Missisipi w Ameryce Północnej. Chociaż obie rzeki mają znaczącą długość, Amazonka jest powszechnie uznawana za najdłuższą rzekę na świecie, przewyższając Missisipi pod względem całkowitej długości."
Dostać arbuza co znaczy?,"['odrzucenie zalotów, oświadczyn']","Kontekst: W języku polskim istnieje wiele idiomów i zwrotów potocznych, które mają znaczenie inne niż dosłowne. Zwrot „dostać arbuza” jest używany w specyficznym, przenośnym znaczeniu i może odnosić się na przykład do sytuacji w tenisie, gdzie oznacza przegraną z wynikiem 0:6 (arbuz przypomina kształtem zero w wyniku). Warto wyjaśnić, jak ten idiom funkcjonuje i w jakich okolicznościach się go używa.

Czy chcesz, żebym wyjaśnił znaczenie tego zwrotu w takim właśnie kontekście?"
Jak miał na imię lew z „Opowieści z Narnii”?,['Aslan'],"Kontekst: „Opowieści z Narnii” to seria książek fantasy autorstwa C.S. Lewisa. Głównym bohaterem jest mądry i potężny lew, który odgrywa kluczową rolę w historii Narnii, pomagając dzieciom bohaterom w walce ze złem i przywracaniu pokoju w magicznym świecie. Jego imię to Aslan."
Jaką liczbę oznacza LX?,['60'],"Kontekst: W matematyce rzymskie liczby zapisuje się za pomocą liter alfabetu, gdzie każda litera ma przypisaną wartość liczbową. Litera L oznacza 50, a litera X oznacza 10. Kiedy litery są ułożone od największej do najmniejszej wartości, sumujemy ich wartości, aby otrzymać liczbę."
"Kto jest głową państwa w Irlandii – premier, prezydent czy królowa?",['prezydent'],"Kontekst: Irlandia jest niepodległą republiką, która nie ma monarchy jako głowy państwa. W systemie politycznym Irlandii funkcję głowy państwa pełni prezydent, a premier (Taoiseach) jest szefem rządu. W przeciwieństwie do niektórych krajów Wspólnoty Narodów, w Irlandii nie ma królowej jako symbolu zwierzchnictwa."
Camorra to nazwa mafii włoskiej czy hiszpańskiej?,['włoskiej'],"Kontekst: W świecie przestępczości zorganizowanej, istnieje wiele różnych grup mafijnych działających w różnych krajach. We Włoszech działają różne organizacje przestępcze, takie jak Cosa Nostra na Sycylii, 'Ndrangheta w Kalabrii oraz Camorra w Kampanii, zwłaszcza w okolicach Neapolu. Z kolei inne kraje, na przykład Hiszpania, mają swoje odrębne grupy przestępcze, które nie są określane nazwą Camorra.

Pytanie: Camorra to nazwa mafii włoskiej czy hiszpańskiej?"
Kto w „Zawróconym” zagrał rolę Tomka?,['Zbigniew Zamachowski'],"Kontekst: „Zawrócony” to polski film fabularny z 1994 roku w reżyserii Kazimierza Kutza, oparty na powieści Gustawa Morcinka. Głównym bohaterem jest Tomek, którego historia i losy są kluczowym elementem filmu.

Pytanie: Kto w „Zawróconym” zagrał rolę Tomka?"
Z jakimi zwierzętami związane są motywy singerie w rokoko?,['z małpami'],"Kontekst: W okresie stylu rokoko w sztuce popularne były dekoracje o lekko humorystycznym i fantazyjnym charakterze. Motywy te często przedstawiały małpy ubrane i zachowujące się jak ludzie, co miało wyrażać satyrę lub zabawę z codziennych zachowań. Takie przedstawienia zwane są singerie i są charakterystyczne dla dekoracji rokoko.

Pytanie: Z jakimi zwierzętami związane są motywy singerie w rokoko?"
Ilu było wspaniałych w tytule filmu?,"['siedmiu', '7']","Kontekst: Film „Siedmiu wspaniałych” to amerykański western z 1960 roku, którego tytuł odnosi się do grupy siedmiu bohaterów, którzy bronią małej wioski przed bandytami. 

Pytanie: Ilu było wspaniałych w tytule filmu?"
Co z łaciny oznacza zwrot „pro publico bono”?,['dla dobra publicznego'],"Kontekst:  
W języku łacińskim wiele wyrażeń i zwrotów jest używanych w prawie, filozofii i życiu społecznym, aby wyrazić idee dotyczące dobra wspólnego i służby publicznej. Zwrot „pro publico bono” jest często stosowany, gdy mówimy o działaniach podejmowanych na rzecz społeczeństwa, które mają przynieść korzyści całej społeczności, a nie tylko jednostce.

Pytanie: Co z łaciny oznacza zwrot „pro publico bono”?"
Jak z łaciny nazywa się tajny polityczny wysłannik?,['emisariusz'],"Kontekst: W czasach starożytnego Rzymu istnieli specyficzni posłańcy, którzy byli wysyłani w tajnych misjach politycznych lub dyplomatycznych. W łacińskim języku dla takiego tajnego wysłannika używano specjalnego określenia, które odzwierciedlało jego funkcję i charakter misji."
Kiedy obchodzimy Święto Wojska Polskiego?,['15 sierpnia'],"Kontekst: Święto Wojska Polskiego jest corocznym polskim świętem państwowym, które upamiętnia zwycięstwo wojsk polskich w Bitwie Warszawskiej podczas wojny polsko-bolszewickiej w 1920 roku. Obchodzone jest w czasie wakacji, w sierpniu. 

Pytanie: Kiedy obchodzimy Święto Wojska Polskiego?"
Jakiego rodzaju tekstami znajduje się diarystyka?,['dziennikami'],"Kontekst: Diarystyka to gatunek literacki obejmujący osobiste zapiski prowadzone przez autorów w formie dzienników lub pamiętników, w których opisują swoje codzienne życie, przemyślenia, wydarzenia z otoczenia oraz emocje. Teksty te mają charakter subiektywny i intymny, często ukazują wnętrze autora oraz jego spojrzenie na świat. 

Pytanie: Jakiego rodzaju tekstami znajduje się diarystyka?"
W którym wieku Kepler sformułował trzy prawa rządzące ruchem planet?,"['w XVII', '17']","Kontekst: Johannes Kepler był niemieckim astronomem i matematykiem, który żył na przełomie XVI i XVII wieku. W tym okresie rozwijała się nauka, a Kepler, analizując obserwacje ruchu planet dokonane przez Tycho Brahe, sformułował trzy prawa ruchu planetarnego, które stały się fundamentem nowożytnej astronomii. Jego prace powstały na początku XVII wieku, dokładnie w latach 1609-1619."
W którym wieku tworzył Hans Christian Andersen?,"['w XIX', '19']","Hans Christian Andersen był duńskim pisarzem i poetą znanym przede wszystkim z baśni takich jak „Brzydkie kaczątko” czy „Mała syrenka”. Żył i tworzył w XIX wieku, kiedy to jego prace zdobyły ogromną popularność i do dziś są czytane na całym świecie."
"Jak nazywała się cukiernia w Krakowie, w której w latach 1905–12 działał kabaret Zielony Balonik?","['Jama Michalikowa', 'Jama Michalika']","Kontekst: Kabaret Zielony Balonik był jednym z najsłynniejszych kabaretów artystycznych działających w Krakowie na początku XX wieku. Jego występy odbywały się w cukierni, która była popularnym miejscem spotkań artystycznej bohemy. To miejsce znane było z organizowania przedstawień i spotkań literatów oraz twórców sztuki w latach 1905–1912.

Pytanie: Jak nazywała się cukiernia w Krakowie, w której w latach 1905–12 działał kabaret Zielony Balonik?"
"Kto jest reżyserem filmów „Pogrzeb kartofla”, ""Szabla od komendanta”?",['Jan Jakub Kolski'],"Kontekst: „Pogrzeb kartofla” i „Szabla od komendanta” to dwa filmy fabularne wyreżyserowane przez tego samego twórcę. Oba filmy są znane w polskim kinie i cechują się charakterystycznym stylem reżysera, który zdobył uznanie za swój wkład w kinematografię. 

Pytanie: Kto jest reżyserem filmów „Pogrzeb kartofla”, ""Szabla od komendanta”?"
Jak nazywa się indeks największych spółek na warszawskiej giełdzie?,['WIG 20'],"Kontekst: Giełda Papierów Wartościowych w Warszawie jest główną giełdą w Polsce, na której notowane są akcje różnych spółek. Największym i najbardziej znanym indeksem tej giełdy jest indeks obejmujący największe i najbardziej płynne spółki notowane na tej giełdzie. Indeks ten jest często wykorzystywany jako barometr kondycji polskiego rynku akcji oraz wskaźnik sytuacji gospodarczej kraju."
Czy państwo niemieckie przystąpiło po I wojnie światowej do Ligi Narodów?,['tak'],"Kontekst: Po zakończeniu I wojny światowej, w wyniku traktatu wersalskiego z 1919 roku, Niemcy zostały poddane surowym ograniczeniom politycznym i militarnym. Liga Narodów, utworzona w 1919 roku jako organizacja międzynarodowa mająca na celu utrzymanie pokoju i zapobieganie przyszłym konfliktom, początkowo nie przyjęła Niemiec jako członka ze względu na ich rolę w wojnie i obawy innych państw członkowskich. Dopiero kilka lat później, w 1926 roku, Niemcy zostały oficjalnie przyjęte do Ligi Narodów."
Jak nazywali się bohaterowie filmu pt. „Włóczęgi” z 1939 roku?,"['Szczepko i Tońko', 'Szczepcio i Tońcio']","Kontekst: Film „Włóczęgi” to polska komedia z 1939 roku, opowiadająca o losach trzech przyjaciół, którzy wyruszają w podróż, przeżywając różne przygody i zabawne sytuacje. Głównymi bohaterami są trzy postacie, które stają się symbolem beztroskiego życia i przyjaźni przed II wojną światową.  

Pytanie: Jak nazywali się bohaterowie filmu pt. „Włóczęgi” z 1939 roku?"
Ile lat ma najstarszy nastolatek?,['19'],"Kontekst: Najstarszym nastolatkiem na świecie jest osoba, która ma 19 lat, ponieważ wiek nastolatka obejmuje wszystkie osoby w wieku od 13 do 19 lat."
Jak nazywa się założyciel i lider zespołu Rolling Stones?,['Mick Jagger'],"Kontekst: Rolling Stones to jeden z najsłynniejszych brytyjskich zespołów rockowych, założony w Londynie w 1962 roku. Zespół jest znany z długiej i wpływowej kariery muzycznej, a jego liderem i współzałożycielem jest Mick Jagger."
Na którym półwyspie leży europejska część Turcji?,['na Półwyspie Bałkańskim'],"Kontekst: Turcja jest krajem położonym na styku Europy i Azji. Większa część jej terytorium znajduje się na kontynencie azjatyckim, jednak niewielka część leży na kontynencie europejskim. Ta europejska część Turcji leży na charakterystycznym półwyspie, który rozdziela Morze Czarne od Morza Marmara oraz Morze Egejskie. Ten półwysep jest znany jako Półwysep Bałkański, jednak nazwa tego konkretnego półwyspu, na którym znajduje się europejska część Turcji, to półwysep..."
Czy Händel był rówieśnikiem Jana Sebastiana Bacha?,['tak'],"Kontekst: Georg Friedrich Händel i Jan Sebastian Bach żyli w okresie baroku i byli dwoma wybitnymi niemieckimi kompozytorami. Händel urodził się w 1685 roku, dokładnie tak samo jak Bach, co oznacza, że byli równolatkami. Obaj tworzyli muzykę sakralną i świecką, chociaż ich style i ścieżki kariery były różne. 

Dzięki temu wiadomo, że Händel i Bach byli rówieśnikami."
Jak w kartach nazywa się rezygnacja z dalszej licytacji?,['pas'],"Kontekst: W grach karcianych, takich jak brydż czy poker, podczas rundy licytacji gracze mają możliwość podnoszenia stawki lub rezygnowania z dalszego przebijania ofert. Rezygnacja z dalszej licytacji jest zazwyczaj określana specjalnym terminem, który informuje o wycofaniu się z dalszej konkurencji o wyższą stawkę. 

Pytanie: Jak w kartach nazywa się rezygnacja z dalszej licytacji?"
