question,answers,context
"Jak nazywał się klub sportowy, którego prezesem był Ryszard Ochódzki w „Misiu”?",['„Tęcza”'],Słynna osoba lub rzecz to „Tęcza”.
Jak nazywa się chorobliwy lęk wysokości?,['akrofobia'],Słynna osoba lub rzecz to akrofobia.
Którym słowem określano damy dworskie?,['fraucymer'],Słynna osoba lub rzecz to fraucymer.
"Jak nazywa się tlenek glinu, minerał najtwardszy po diamencie?",['korund'],Słynna osoba lub rzecz to korund.
Jak nazywa się najmniejszy ptak?,['koliber'],Słynna osoba lub rzecz to koliber.
Kto jest autorem wiersza „Co słonko widziało”?,['Maria Konopnicka'],Słynna osoba lub rzecz to Maria Konopnicka.
"Przy jakiej okazji zostały wypowiedziane słowa „To mały krok dla człowieka, ale wielki dla ludzkości”?",['lądowania na Księżycu'],Słynna osoba lub rzecz to lądowania na Księżycu.
Co oznacza „bis dat qui cito dat”?,"['dwa razy daje, kto szybko daje']","Słynna osoba lub rzecz to dwa razy daje, kto szybko daje."
Jak z francuskiego nazywa się nakrycie na lampę?,['abażur'],Słynna osoba lub rzecz to abażur.
W jakiej rzece ryby śpiewają w powieści Arkadego Fiedlera?,['Ukajali'],Słynna osoba lub rzecz to Ukajali.
W którym wieku Offenbach skomponował operetkę „Piękna Helena”?,"['w XIX', '19']",Zdarzenie miało miejsce w XIX.
Ile rzek jest w fontannie na placu Navona w Rzymie?,"['cztery', '4']",Słynna osoba lub rzecz to cztery.
Do przygotowanie którego napoju służy samowar?,['herbaty'],Słynna osoba lub rzecz to herbaty.
Jak nazywa się honorowy stopień naukowy nadawany przez uczelnie?,['doktor honoris causa'],Słynna osoba lub rzecz to doktor honoris causa.
Rudą którego metalu jest sfaleryt?,['cynku'],Słynna osoba lub rzecz to cynku.
Jak często zmienia się prezydencja w UE?,"['co 6 miesięcy', 'co pół roku']",Rok wydarzenia to co 6 miesięcy.
Z którym carem Rosji toczył wojnę Stefan Batory?,['z Iwanem Groźnym'],Słynna osoba lub rzecz to z Iwanem Groźnym.
"Jak nazywa się wodoszczelne, okrągłe okno na statku?",['bulaj'],Słynna osoba lub rzecz to bulaj.
Jak nazywa się taktyka walki na morzu polegająca na sczepianiu okrętów i walce załóg?,['abordaż'],Słynna osoba lub rzecz to abordaż.
Jaką stację informacyjną założył Ted Turner?,['CNN'],Słynna osoba lub rzecz to CNN.
Jak w gwarze myśliwskiej nazywa się poroże jelenia?,['wieniec'],Słynna osoba lub rzecz to wieniec.
Które pory roku przeplata kwiecień?,"['lato i zimę', 'zimę i lato', 'trochę zimy, trochę lata']",Słynna osoba lub rzecz to lato i zimę.
Leukocyty to białe krwinki czy czerwone?,['białe'],Słynna osoba lub rzecz to białe.
"Niemieckie miasto, będące w 1945 miejscem spotkania zwycięskiej trójki to...?",['Poczdam'],Słynna osoba lub rzecz to Poczdam.
„Dzisiejszy lekarz to lekarz ludzi bogatych” – z której powieści pochodzi ten cytat?,['„Ludzie bezdomni”'],Słynna osoba lub rzecz to „Ludzie bezdomni”.
"Jak nazywał się szwajcarski psychiatra, który wprowadził pojęcia introwersji i ekstrawersji?",['Karl Jung'],Słynna osoba lub rzecz to Karl Jung.
Nad jaką rzeką leży stolica USA – Waszyngton?,['Potomak'],Słynna osoba lub rzecz to Potomak.
Antonówka to odmiana których owoców?,['jabłek'],Słynna osoba lub rzecz to jabłek.
Jak nazywała się powstała w 1933 roku w Hiszpanii partia faszystowska?,"['Falanga', 'Falanga Hiszpańska']",Słynna osoba lub rzecz to Falanga.
Kindziuk to regionalna wędlina czy roślina?,['wędlina'],Słynna osoba lub rzecz to wędlina.
"Jak w mitologii skandynawskiej nazywały się zbrojne dziewice, służebniczki boga Odyna, które zwiastowały wojownikom śmierć na polu bitwy?",['Walkirie'],Słynna osoba lub rzecz to Walkirie.
Jak nazywa się willa Szymanowskiego w Zakopanem?,['Atma'],Słynna osoba lub rzecz to Atma.
Jakim terminem określamy zabijanie i pożeranie osobników tego samego gatunku?,['kanibalizm'],Słynna osoba lub rzecz to kanibalizm.
Nad którym morzem leży miasto Lubeka?,"['nad Morzem Bałtyckim', 'nad Bałtykiem']",Słynna osoba lub rzecz to nad Morzem Bałtyckim.
Czy Archimedes umarł śmiercią naturalną?,['nie'],W literaturze Polski odpowiedź jest nie.
Jak z łaciny nazywa się urzędowe przypomnienie o zaległościach finansowych?,['monit'],Słynna osoba lub rzecz to monit.
Jak nazywa się kodeks honorowy samurajów?,['bushido'],Słynna osoba lub rzecz to bushido.
Czy Polka została kiedykolwiek Miss Świata?,['tak'],W literaturze Polski odpowiedź jest tak.
Od której części habitu pochodzi nazwa kapucynów?,['od kaptura'],Słynna osoba lub rzecz to od kaptura.
Koszulkę w którym kolorze nosi lider wyścigu Tour de France?,['w żółtym'],Zdarzenie miało miejsce w żółtym.
Kto namalował w 1894 r. kurtynę dla teatru w Krakowie?,['Henryk Siemiradzki'],Słynna osoba lub rzecz to Henryk Siemiradzki.
„Słodko i zaszczytnie jest umrzeć za ojczyznę” – kto jest autorem tych słów?,['Horacy'],Słynna osoba lub rzecz to Horacy.
"Włoska, pekińska – o jakie warzywo chodzi?",['kapusta'],Słynna osoba lub rzecz to kapusta.
Jak z rosyjskiego nazywa się koszula popularna zwłaszcza w XIX wieku?,['rubaszka'],Słynna osoba lub rzecz to rubaszka.
Jak nazywano płatnego partnera do tańca w lokalach rozrywkowych?,"['żigolo', 'fordanser']",Słynna osoba lub rzecz to żigolo.
Czy po lądowaniu na Księżycu w 1969 roku Amerykanie lądowali tam powtórnie?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym kraju rozgrywa się akcja sztuki Calderona „Życie jest snem”?,['w Polsce'],Zdarzenie miało miejsce w Polsce.
Jak z greckiego nazywa się sztuka prowadzenia sporów?,['erystyka'],Słynna osoba lub rzecz to erystyka.
Co wynalazł w 1888 r. John Dunlop?,['oponę'],Słynna osoba lub rzecz to oponę.
O którym mieście opowiada film „Dziś w nocy umrze miasto”?,['o Dreźnie'],Słynna osoba lub rzecz to o Dreźnie.
Czyją siedzibą był Parnas?,"['Apolla', 'Apollina']",Słynna osoba lub rzecz to Apolla.
Lazurowe Wybrzeże znajduje się na terytorium którego państwa?,['Francji'],Słynna osoba lub rzecz to Francji.
Jak z francuskiego i niemieckiego nazywamy otaczanie mięsa w jajku i tartej bułce?,['panierowanie'],Słynna osoba lub rzecz to panierowanie.
"Jak nazywał się niemiecki filozof, autor „Krytyki czystego rozumu”, zamieszkały w Królewcu?",['Immanuel Kant'],Słynna osoba lub rzecz to Immanuel Kant.
Jak z greckiego nazywa się dział fizyki zajmujący się dźwiękami?,['akustyka'],Słynna osoba lub rzecz to akustyka.
Imię jakiego astronoma nosi port lotniczy we Wrocławiu?,['Kopernika'],Słynna osoba lub rzecz to Kopernika.
Jak nazywa się łańcuszek od zegarka kieszonkowego?,['dewizka'],Słynna osoba lub rzecz to dewizka.
"Która roślina była poświęcona Apollinowi, symbolizowała chwałę?",['laur'],Słynna osoba lub rzecz to laur.
Jak brzmi polska nazwa NATO?,"['Pakt Północnoatlantycki', 'Organizacja Traktatu Północnoatlantyckiego', 'Sojusz Północnoatlantycki']",Słynna osoba lub rzecz to Pakt Północnoatlantycki.
Jak z francuskiego nazywa się tor przeszkód?,['parkour'],Słynna osoba lub rzecz to parkour.
Masajowie to lud mieszkający na pograniczu Kenii i którego kraju?,['Tanzanii'],Słynna osoba lub rzecz to Tanzanii.
Kto był królem Polski podczas bitwy pod Płowcami w 1331 roku?,['Władysław Łokietek'],Słynna osoba lub rzecz to Władysław Łokietek.
Jak inaczej nazywany jest złocień ogrodowy?,['chryzantema'],Słynna osoba lub rzecz to chryzantema.
Czy koń Przewalskiego i konik polski to to samo?,['nie'],W literaturze Polski odpowiedź jest nie.
Czy wyraz pół jest liczebnikiem?,['tak'],W literaturze Polski odpowiedź jest tak.
Za którego polskiego króla wybuchło Powstanie Kościuszkowskie?,['za Stanisława Augusta Poniatowskiego'],Słynna osoba lub rzecz to za Stanisława Augusta Poniatowskiego.
Kim był wąż w raju?,['diabłem'],Słynna osoba lub rzecz to diabłem.
"Która poetka jest autorką zbiorów wierszy „Niebieskie migdały”, „Różowa magia”?",['Maria Pawlikowska-Jasnorzewska'],Słynna osoba lub rzecz to Maria Pawlikowska-Jasnorzewska.
"Jak nazywała się wyspa, na której hrabia Monte Christo odnalazł skarb?",['Monte Christo'],Słynna osoba lub rzecz to Monte Christo.
Jak w kościele katolickim nazywa się ozdobna świeca wielkanocna?,['Paschał'],Słynna osoba lub rzecz to Paschał.
Jakiego koloru jest kwiat śnieżycy wiosennej?,['biały'],Słynna osoba lub rzecz to biały.
W których polskich górach znajduje się schronisko Murowaniec?,['w Tatrach'],Zdarzenie miało miejsce w Tatrach.
Jak nazywa się najwyższy szczyt Bieszczad?,['Tarnica'],Słynna osoba lub rzecz to Tarnica.
"„Tak, zemsta, zemsta na wroga, z Bogiem i choćby mimo Boga” – kto wypowiada te słowa w III części „Dziadów” Adama Mickiewicza?","['Konrad', 'Gustaw-Konrad']",Słynna osoba lub rzecz to Konrad.
„Szachinszach” Kapuścińskiego opowiada o którym kraju?,['o Iranie'],Słynna osoba lub rzecz to o Iranie.
Z którego państwa pochodzi szybki taniec towarzyski paso doble?,['z Hiszpanii'],Słynna osoba lub rzecz to z Hiszpanii.
Kto w 334 r. zdobył Persepolis?,['Aleksander Macedoński'],Słynna osoba lub rzecz to Aleksander Macedoński.
"Proszę dokończyć przysłowie: oko za oko, ...?",['ząb za ząb'],Słynna osoba lub rzecz to ząb za ząb.
Czy bulaj i iluminator są tym samym?,['nie'],W literaturze Polski odpowiedź jest nie.
Która z czterech planet najbliższych Słońcu ma największą masę?,['Ziemia'],Słynna osoba lub rzecz to Ziemia.
Jaki jest urzędowy język San Marino?,['włoski'],Słynna osoba lub rzecz to włoski.
"Jak nazywa się kierunek w teorii poznania, według którego głównym sposobem poznania jest intuicja?",['intuicjonizm'],Słynna osoba lub rzecz to intuicjonizm.
Jak nazywała się wiedźma w „Ogniem i mieczem”?,['Horpyna'],Słynna osoba lub rzecz to Horpyna.
Jak z francuskiego nazywa się uliczny antykwariusz?,['bukinista'],Słynna osoba lub rzecz to bukinista.
Tuńczyk to ryba morska czy słodkowodna?,['morska'],Słynna osoba lub rzecz to morska.
OAS to tajna francuska organizacja w którym kolonialnym państwie afrykańskim?,['w Algierii'],Zdarzenie miało miejsce w Algierii.
W której powieści Elizy Orzeszkowej głównym wątkiem jest miłość Jana i Justyny?,['„Nad Niemnem”'],Słynna osoba lub rzecz to „Nad Niemnem”.
Ile wysp wchodzi w skład należących do Włoch Wysp Pelagijskich?,['3'],Rok wydarzenia to 3.
Kto zbudował labirynt dla Minotaura?,['Dedal'],Słynna osoba lub rzecz to Dedal.
"Irina, Masza, Natasza czy Olga – jak nie miała na imię jedna z sióstr Antoniego Czechowa?",['Natasza'],Słynna osoba lub rzecz to Natasza.
W której europejskiej stolicy godziny odmierza Big Ben?,['w Londynie'],Zdarzenie miało miejsce w Londynie.
Jak nazywał się autor książki „Imię Róży”?,['Umberto Eco'],Słynna osoba lub rzecz to Umberto Eco.
"Jak nazywa się kołnierzyk zapinany z tyłu, noszony przez duchownych?",['koloratka'],Słynna osoba lub rzecz to koloratka.
Proszę podać imię i nazwisko aktora odtwarzającego rolę Lucjana Mostowiaka.,['Witold Pyrkosz'],Słynna osoba lub rzecz to Witold Pyrkosz.
"Jak nazywa się mauzoleum w Paryżu, w którym spoczywają m.in. Maria Skłodowska-Curie, Wolter, Victor Hugo?",['Panteon'],Słynna osoba lub rzecz to Panteon.
Która francuska aktorka w 1975 r. zrezygnowała z kariery i założyła fundację ochrony dzikich zwierząt zagrożonych wyginięciem?,['Brigitte Bardot'],Słynna osoba lub rzecz to Brigitte Bardot.
Jak miał na imię pisarz Herling-Grudziński?,['Gustaw'],Słynna osoba lub rzecz to Gustaw.
Jak nazywa się lampa elektroniczna zawierająca trzy elektrody?,['trioda'],Słynna osoba lub rzecz to trioda.
Jak nazywa się indiańska łódź wydrążona z jednego kawałka drewna?,['piroga'],Słynna osoba lub rzecz to piroga.
"Które zwierzę oplatało laskę Asklepiosa, boga sztuki lekarskiej?",['wąż'],Słynna osoba lub rzecz to wąż.
Kto wynalazł perpetuum mobile?,['nikt'],Słynna osoba lub rzecz to nikt.
Która planeta krąży w większej odległości od Słońca niż Ziemia – Mars czy Wenus?,['Mars'],Słynna osoba lub rzecz to Mars.
"Jak z greckiego nazywa się tubylec, rdzenny mieszkaniec jakichś ziem?",['autochton'],Słynna osoba lub rzecz to autochton.
Zadaniem Instytutu Goethego jest popularyzowanie którego języka i kultury?,['niemieckiego'],Słynna osoba lub rzecz to niemieckiego.
W którym mieście możemy spacerować ulicą Piotrkowską?,['w Łodzi'],Zdarzenie miało miejsce w Łodzi.
Czy bociany jedzą myszy?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym państwie ma źródła rzeka San?,['na Ukrainie'],Słynna osoba lub rzecz to na Ukrainie.
"Jakie nazwisko nosili Frodo i Bilbo, bohaterowie trylogii Tolkiena?",['Baggins'],Słynna osoba lub rzecz to Baggins.
W którym roku odbyło się pierwsze powstanie śląskie?,['w 1919'],Zdarzenie miało miejsce w 1919.
Na jakim instrumencie gra fletnista?,['na fletni'],Słynna osoba lub rzecz to na fletni.
W którym państwie został założony w 1848 ruch sufrażystek?,"['w Stanach Zjednoczonych', 'w USA']",Zdarzenie miało miejsce w Stanach Zjednoczonych.
Który grecki tytan w obawie przed utratą władzy połykał swoich potomków?,['Kronos'],Słynna osoba lub rzecz to Kronos.
Który półwysep oddziela Zatokę Meksykańską od Oceanu Atlantyckiego?,['Floryda'],Słynna osoba lub rzecz to Floryda.
„Piosenka jest dobra na wszystko” – który kabaret wykonywał tę piosenkę?,['Kabaret Starszych Panów'],Słynna osoba lub rzecz to Kabaret Starszych Panów.
Jak nazywa się muzułmański duchowny nawołujący 5 razy w ciągu dnia do modlitwy?,['muezzin'],Słynna osoba lub rzecz to muezzin.
Ile nóg mają owady?,"['sześć', '6']",Słynna osoba lub rzecz to sześć.
W którym mieście znajduje się Międzynarodowa Organizacja Pracy?,['w Genewie'],Zdarzenie miało miejsce w Genewie.
Jak nazywa się główny plac w Wenecji?,['plac św. Marka'],Słynna osoba lub rzecz to plac św. Marka.
Jaki jest język urzędowy w Nikaragui?,['hiszpański'],Słynna osoba lub rzecz to hiszpański.
Na jakim instrumencie grał Jan Sebastian Bach?,['na organach'],Słynna osoba lub rzecz to na organach.
Czy olej z nasion bawełny jest jadalny?,['tak'],W literaturze Polski odpowiedź jest tak.
Czym można odpłacić za nadobne?,['pięknym'],Słynna osoba lub rzecz to pięknym.
W którym mieście znajduje się stadion piłkarski Maracanã?,['w Rio de Janeiro'],Zdarzenie miało miejsce w Rio de Janeiro.
Które państwo afrykańskie jest najludniejsze?,['Nigeria'],Słynna osoba lub rzecz to Nigeria.
Kto według przysłowia pali w starym piecu?,['diabeł'],Słynna osoba lub rzecz to diabeł.
Ile liter liczy klasyczny alfabet grecki?,"['dwadzieścia cztery', '24']",Słynna osoba lub rzecz to dwadzieścia cztery.
W którym wieku powstały Austro-Węgry?,"['w XIX', '19']",Zdarzenie miało miejsce w XIX.
W Kalwarii Zebrzydowskiej mieści się klasztor którego zakonu?,['Bernardynów'],Słynna osoba lub rzecz to Bernardynów.
Jak nazywa się silny narkotyk i główna bohaterka dramatu; słowo pochodzi z greki?,['heroina'],Słynna osoba lub rzecz to heroina.
"Muffin to element ubioru, rodzaj gry czy ciastko?",['ciastko'],Słynna osoba lub rzecz to ciastko.
Czy Coco to prawdziwe imię Chanel?,['nie'],W literaturze Polski odpowiedź jest nie.
"Jak nazywa się sojusz Australii, Nowej Zelandii i USA?","['ANZUS', 'Pakt Bezpieczeństwa Pacyfiku']",Słynna osoba lub rzecz to ANZUS.
Która aktorka zagrała główną rolę w serialu „Życie nad rozlewiskiem”?,['Joanna Brodzik'],Słynna osoba lub rzecz to Joanna Brodzik.
"Jaki to rodzaj liczebników: „pierwszy”, „druga”?",['porządkowe'],Słynna osoba lub rzecz to porządkowe.
"Jak nazywa się sala na Wawelu, w której strop zdobią kasetony z ludzkimi głowami?","['Sala Poselska', 'Sala pod Głowami']",Słynna osoba lub rzecz to Sala Poselska.
W którym roku powstało Królestwo Polskie zwane także Kongresowym?,['w 1815'],Zdarzenie miało miejsce w 1815.
Bellona była rzymską boginią czego?,['wojny'],Słynna osoba lub rzecz to wojny.
Jak nazywa się platforma albo kosz umieszczony na szczycie masztu?,['bocianie gniazdo'],Słynna osoba lub rzecz to bocianie gniazdo.
Jak nazywa się brazylijski styl muzyczny zawierający elementy samby?,['bossa nova'],Słynna osoba lub rzecz to bossa nova.
W którym państwie wydawane jest pismo The Economist?,['w Wielkiej Brytanii'],Zdarzenie miało miejsce w Wielkiej Brytanii.
Diego Velazquez był malarzem niderlandzkim czy hiszpańskim?,['hiszpańskim'],Słynna osoba lub rzecz to hiszpańskim.
"Jakie imię nosi piękna cyganka, tytułowa bohaterka opery Georges'a Bizeta?",['Carmen'],Słynna osoba lub rzecz to Carmen.
"Jak nazywa się amerykańska aktorka, była partnerka Woody'ego Allena, która grała tytułową rolę w filmie Romana Polańskiego „Dziecko Rosemary”?",['Mia Farrow'],Słynna osoba lub rzecz to Mia Farrow.
Rondel krakowski to nazwa której historycznej budowli w tym mieście?,['Barbakan'],Słynna osoba lub rzecz to Barbakan.
Jak nazywa się najwyższy głos męski?,['tenor'],Słynna osoba lub rzecz to tenor.
Kształt której figury matematycznej mają piramidy?,"['ostrosłupa', 'ostrosłupa prawidłowego czworokątnego']",Słynna osoba lub rzecz to ostrosłupa.
W którym mieście w Polsce z inicjatywy Marii Skłodowskiej-Curie powstał Instytut Radowy?,['w Warszawie'],Zdarzenie miało miejsce w Warszawie.
"Polski jazzman Adam Makowicz jest trębaczem, pianistą czy skrzypkiem?",['pianistą'],Słynna osoba lub rzecz to pianistą.
Który znak interpunkcyjny wyodrębnia w tekście cytaty?,['cudzysłów'],Słynna osoba lub rzecz to cudzysłów.
Czy po Poznaniu jeżdżą tramwaje?,['tak'],W literaturze Polski odpowiedź jest tak.
W jakim kolorze jest krzyż na grzbiecie pająka krzyżaka?,['biały'],Słynna osoba lub rzecz to biały.
